# ps5-native-app-boilerplate - Observed libc API-surface manifest.
# Copyright (C) 2026 BlackBearReloaded
# SPDX-License-Identifier: GPL-3.0-or-later
#
# Interface metadata only: NID | ELF binding | ELF type | advertised size.
# No proprietary instructions, object contents, or implementation data.
RV6sGVpYa-o|2|2|0xE
rme+Po9yI5M|2|2|0xB
aTjYlKCxPGo|2|2|0xE
jIvWFH24Bjw|2|2|0x93
qkl3Siab04M|2|2|0xB
hnGhTkIDFHg|2|2|0x1
4+oswXtp7PQ|2|2|0x1
bsohl1ZrRXE|2|2|0x4AE
FX+eS2YsEtY|2|2|0x4EE
i4J5FvRPG-w|2|2|0x4EE
X1DNtCe22Ks|2|2|0x2CE
m6uU37-b27s|2|2|0x2F8
V62E2Q8bJVY|2|2|0x1AF
BloPUt1HCH0|2|2|0x1D1
2e96MkSXo3U|2|1|0x18
Ks2FIQJ2eDc|2|1|0x18
EnMjfRlO5f0|2|1|0x18
gBZnTFMk6N0|2|1|0x18
WbBz4Oam3wM|2|1|0x18
Cs3DBACRSY8|2|1|0x18
fvgYbBEhXnc|2|1|0x18
pphEhnnuXKA|2|1|0x18
6ddOFPDvuCo|2|1|0x18
dO7-MxIPfsw|2|1|0x18
RYlvfQvnOzo|2|1|0x18
C3sAx2aJy3E|2|1|0x18
UFsKD1fd1-w|2|1|0x18
007PjrBCaUM|2|1|0x18
ddLNBT9ks2I|2|1|0x18
A2TTRMAe6Sw|2|1|0x18
C4j57iQD4I8|2|1|0x18
oYliMCqNYQg|2|1|0x18
33t+tvosxCI|2|1|0x18
h9C+J68WriE|2|1|0x18
oNAnn5cOxfs|2|1|0x18
QNAIWEkBocY|2|1|0x18
hBeW7FhedsY|2|1|0x18
7DzM2fl46gU|2|1|0x18
CVcmmf8VL40|2|1|0x18
h+iBEkE50Zs|2|1|0x16
o4DiZqXId90|2|1|0x16
MxGclWMtl4g|2|1|0x16
J+hjiBreZr4|2|1|0x16
N0EHkukBz6Q|2|1|0x12
rf0BfDQG1KU|2|1|0x19
wElyE0OmoRw|2|1|0xE
BdfPxmlM9bs|2|1|0xE
5DdJdPeXCHE|2|1|0x3A
XYqrcE4cVMM|2|1|0x3A
B9rn6eKNPJg|2|1|0x3A
KY+yxjxFBSY|2|1|0x3A
iUhx-JN27uI|2|1|0xF
5ViZYJRew6g|2|1|0xF
2ZqL1jnL8so|2|1|0xF
xuEUMolGMwU|2|1|0xF
-l+ODHZ96LI|2|1|0x3B
bn3sb2SwGk8|2|1|0x3B
OI989Lb3WK0|2|1|0x3B
gqwPsSmdh+U|2|1|0x3B
K8CzKJ7h1-8|2|1|0x3C
Q3YIaCcEeOM|2|1|0x3C
wRyKNdtYYEY|2|1|0x3C
0x4NT++LU9s|2|1|0x3C
5jX3QET-Jhw|2|1|0xD
XbFyGCk3G2s|2|1|0x78
MfyPz2J5E0I|2|1|0x78
RfpPDUaxVJM|2|1|0x78
APrAh-3-ICg|2|1|0x78
aK1Ymf-NhAs|2|1|0x68
ruZtIwbCFjk|2|1|0x48
rZwUkaQ02J4|2|1|0x48
KfcTPbeaOqg|2|1|0x88
Y9C9GeKyZ3A|2|1|0x88
1kZFcktOm+s|2|1|0x70
59oywaaZbJk|2|1|0x70
FnEnECMJGag|2|1|0x48
2FezsYwelgk|2|1|0x48
lJnP-cn0cvQ|2|1|0x58
Gtsl8PUl40U|2|1|0x58
o4kt51-uO48|2|1|0x68
sEca1nUOueA|2|1|0x68
OwfBD-2nhJQ|2|1|0x38
5KOPB+1eEfs|2|1|0x38
3n3wCJGFP7o|2|1|0x40
CUkG1cK2T+U|2|1|0x40
zdCex1HjCCM|2|1|0x40
ogi5ZolMUs4|2|1|0x40
4-Fllbzfh2k|2|1|0xF
NQW6QjEPUak|2|1|0x1B
3P+CcdakSi0|2|1|0x1D
o-gc5R8f50M|2|1|0xF
3kjXzznHyCg|2|1|0x1B
DKkwPpi+uWc|2|1|0x1D
mZW-My-zemM|2|1|0xC
HCzNCcPxu+w|2|1|0xC
sHagUsvHBnk|2|1|0xC
A5EX+eJmQI8|2|1|0xC
OzMS0BqVUGQ|2|2|0x8
JyAoulEqA1c|1|2|0x1D
jAO1IJKMhE4|1|2|0xB
2R2j1QezUGM|1|2|0xB
XtP9KKwyK9Q|1|1|0x18
P7l9+yBL5VU|1|1|0x11
apHKv46QaCw|1|1|0x30
9G32u5RRYxE|1|2|0x5D
d2u38zs4Pe8|1|2|0x31
eWMGI7B7Lyc|1|2|0x5D
TKYsv0jdvRw|1|2|0x99
xvRvFtnUk3E|1|2|0x8
pS-t9AJblSM|1|2|0x30
-UKRka-33sM|1|2|0x1D
XO3N4SBvCy0|1|2|0xB
15lB7flw-9w|1|2|0xB
qb6A7pSgAeY|1|2|0x1D
khbdMADH4cQ|1|2|0xB
WiH8rbVv5s4|1|2|0xB
lbLEAN+Y9iI|1|1|0x18
DwH3gdbYfZo|1|1|0x18
hBvqSQD5yNk|1|1|0x19
22g2xONdXV4|1|1|0xD
Z+vcX3rnECg|1|1|0x30
EMNG6cHitlQ|1|1|0x30
ASUJmlcHSLo|1|2|0x1D
gDsvnPIkLIE|1|2|0xB
X2wfcFYusTk|1|2|0xB
9-TRy4p-YTM|1|1|0x18
UG6HJeH5GNI|1|1|0x10
c-EfVOIbo8M|1|1|0x30
++ge3jYlHW8|2|2|0xF
YTM5eyFGh2c|1|2|0x4F
fn1i72X18Gs|1|2|0x5D
i726T0BHbOU|1|2|0x55
wgDImKoGKCM|1|2|0x55
efXnxYFN5oE|1|2|0x5D
NnNaWa16OvE|1|2|0x55
XgmUR6WSeXg|1|2|0x55
q89N9L8q8FU|1|2|0x5D
7P1Wm-5KgAY|1|2|0x55
AsShnG3DulM|1|2|0x55
QS7CASjt4FU|1|2|0x5D
n3y8Rn9hXJo|1|2|0x55
NjJfVHJL2Gg|1|2|0x55
TqvziWHetnw|1|2|0x5D
Kcb+MNSzZcc|1|2|0x55
cCXMypoz4Vs|1|2|0x55
94dk1V7XfYw|1|2|0x5D
uBlwRfRb-CM|1|2|0x55
oe9tS0VztYk|1|2|0x55
y1dYQsc67ys|1|2|0x5D
XilOsTdCZuM|1|2|0x55
OypvNf3Uq3c|1|2|0x55
iHILAmwYRGY|1|2|0x5D
ywv2X-q-9is|1|2|0x55
xiqd+QkuYXc|1|2|0x55
1GhiIeIpkms|1|2|0x5D
oQDS9nX05Qg|1|2|0x55
ddr7Ie4u5Nw|1|2|0x55
x8LHSvl5N6I|1|1|0x18
C0IYaaVSC1w|1|1|0x18
5BIbzIuDxTQ|1|1|0x18
cxqzgvGm1GI|1|1|0x18
dKjhNUf9FBc|1|1|0x18
bLPn1gfqSW8|1|1|0x18
lt0mLhNwjs0|1|1|0x18
oNRAB0Zs2+0|1|1|0x18
XZzWt0ygWdw|1|1|0x18
VNHXByo1yuY|1|1|0x10
msxwgUAPy-Y|1|1|0x10
2ud1bFeR0h8|1|1|0x11
zEhcQGEiPik|1|1|0x11
eNW5jsFxS6k|1|1|0x11
CX3WC8qekJE|1|1|0x12
iy1lPjADRUs|1|1|0x13
Uea1kfRJ7Oc|1|1|0x14
KJutwrVUFUo|1|1|0x15
udTM6Nxx-Ng|1|1|0x30
RbzWN8X21hY|1|1|0x30
oAidKrxuUv0|1|1|0x30
cqvea9uWpvQ|1|1|0x30
n+aUKkC-3sI|1|1|0x30
-L+-8F0+gBc|1|1|0x30
Azw9C8cy7FY|1|1|0x30
ZrFcJ-Ab0vw|1|1|0x30
keXoyW-rV-0|1|1|0x30
uWZBRxLAvEg|1|2|0x4F
cyy-9ntjWT8|1|2|0x1D
3qWXO9GTUYU|1|2|0xB
it6DDrqKGvo|1|2|0xB
eDciML+moZs|1|1|0x18
XRxuwvN++2w|1|1|0x11
Bq8m04PN1zw|1|1|0x30
CHrhwd8QSBs|1|2|0x7
kr5ph+wVAtU|2|1|0x1
BbXxNgTW1x4|2|2|0x8
WMw8eIs0kjM|1|2|0x30
6CPwoi-cFZM|2|2|0x8
NEemVJeMwd0|1|2|0x30
MHA0XR2YHoQ|1|2|0x1D
vzh0qoLIEuo|1|2|0xB
tkZ7jVV6wJ8|1|2|0xB
2MK5Lr9pgQc|1|2|0x1D
47RvLSo2HN8|1|2|0xB
rF07weLXJu8|1|2|0xB
H0aqk25W6BI|1|1|0x18
qOD-ksTkE08|1|1|0x18
ALcclvT4W3Q|1|1|0xF
--fMWwCvo+c|1|1|0xC
jRLwj8TLcQY|1|1|0x30
tVHE+C8vGXk|1|1|0x30
xGbaQPsHCFI|1|2|0x2B
PbCV7juCZVo|1|2|0x267
SQ02ZA5E-UE|1|2|0x51
3U2eeEqUwR0|1|2|0x64
XD9FmX1mavU|1|2|0xD0
YDQxE4cIwa4|1|2|0x10
8VKAqiw7lC0|1|2|0x8
Yl10kSufa5k|1|2|0x1C
yL8dMdCi4Ys|1|2|0x21
HCB1auZdcmo|1|2|0x51
YKhRySE3Zxc|1|2|0x7D
Wut42WAe7Rw|1|2|0xDC
C6-7Mo5WbwU|1|2|0x124
B0CeIhQty7Y|1|2|0xF4
VSk+sij2mwg|1|2|0xE1
EBwahsMLokw|1|2|0xAC
8KeeeFcEdls|1|2|0xDD
XyKw6Hs1P9Y|1|2|0x2F
o1qlZJqrvmI|1|2|0xAC
tizCFt051h8|1|2|0xDD
srwl1hhFoUI|1|2|0x2C
O4mPool-pow|1|2|0x2C
Iok1WdvAROg|1|2|0x2C
SdKk439pgjg|1|2|0x16
x7pQExTeqBY|1|2|0x9F
8iuHpl+kg8A|1|2|0xEB
w5CGykBBU5M|1|2|0x13C
u2tMGOLaqnE|1|2|0x6F
f1zwJ3jAI2k|1|2|0x98
qYhnoevd9bI|1|2|0x6A
byV+FWlAnB4|1|1|0x50
pZ9WXcClPO8|1|1|0x50
z+P+xCnWLBk|1|2|0xC
fJnpuVVBbKk|1|2|0xC
cfAXurvfl5o|1|2|0x4F
3cUUypQzMiI|1|2|0x78
lX+4FNUklF0|1|2|0xB2
nOIEswYD4Ig|1|2|0x19
zr094EQ39Ww|1|2|0x14
ZL9FV4mJXxo|1|2|0xCC
vkuuLfhnSZI|1|2|0x7D
XwLA5cTHjt4|1|2|0x16C
MQFPAqQPt1s|1|2|0x42
tsvEmnenz48|1|2|0x4A
MLWl90SFWNE|1|2|0xC
m-fSo3EbxNA|1|2|0xC
v09ZcAhZzSc|1|2|0xC
dH3ucvQhfSY|1|2|0xC
FOt55ZNaVJk|1|2|0xC
7lCihI18N9I|1|2|0xC
Y1RR+IQy6Pg|1|2|0xC
CkY0AVa-frg|1|2|0xB
McsGnqV6yRE|1|2|0xC
bZx+FFSlkUM|1|2|0xC
Dt9kllUFXS0|1|2|0xC
lYDzBVE5mZs|1|2|0xC
7VPIYFpwU2A|1|2|0xC
nwujzxOPXzQ|1|2|0xC
hdm0YfMa7TQ|1|2|0xC
Jh5qUcwiSEk|1|2|0xC
kn-rKRB0pfY|1|2|0xC
s2eGsgUF9vk|1|2|0xC
ryUxD-60bKM|1|2|0xC
3yxLpdKD0RA|1|2|0xC
iQXBbJbfT5k|1|2|0xC
Y6Sl4Xw7gfA|1|2|0x5
pBxafllkvt0|1|2|0x34
xcc6DTcL8QA|1|2|0x34
zMCYAqNRllc|1|2|0x464
IJKVjsmxxWI|1|2|0x33
Zb+hMspRR-o|1|2|0x1C
zPWCqkg7V+o|1|2|0x1C
usKbuvy2hQg|1|2|0x403
BxPeH9TTcs4|1|2|0x37
RY8mQlhg7mI|1|2|0x54
kBxt5LwtLA4|1|2|0xB
3rJJb81CDM4|1|2|0x19
uCRed7SvX5E|1|2|0x19
PsrRUg671K0|1|2|0xB
qKQiNX91IGo|1|2|0xF4
2emaaluWzUw|1|2|0x69
3GPpjQdAMTw|1|2|0xA8
9rAeANT2tyE|1|2|0x69
Q1BL70XVV0o|1|2|0xB
CjzjU2nFUWw|1|2|0x1D
upwSZWmYwqE|1|2|0xB
iQiT26+ZGnA|1|2|0xB
R5nRbLQT3oI|1|2|0x1D
1ZMchlkvNNQ|1|2|0xB
ckFrsyD2830|1|2|0xB
XAk7W3NcpTY|1|2|0x1D
goLVqD-eiIY|1|2|0xB
xXM1q-ayw2Y|1|2|0xB
GLxD5v2uMHw|1|2|0x1D
vIJPARS8imE|1|2|0xB
krshE4JAE6M|1|2|0xB
64180GwMVro|1|2|0x1D
bhfgrK+MZdk|1|2|0xB
vCLVhOcdQMY|1|2|0xB
kVvGL9aF5gg|1|2|0x1D
dsQ5Xwhl9no|1|2|0xB
NtqD4Q0vUUI|1|2|0xB
Fg4w+h9wAMA|1|2|0x1D
6aEkwkEOGRg|1|2|0xB
bWHwovVFfqc|1|2|0xB
W5k0jlyBpgM|1|2|0x1D
h-a7+0UuK7Q|1|2|0xB
yYIymfQGl2E|1|2|0xB
YsZuwZrJZlU|1|2|0x1D
kzWL2iOsv0E|1|2|0xB
0jk9oqKd2Gw|1|2|0xB
NdeDffcZ-30|1|2|0x1D
KaZ3xf5c9Vc|1|2|0xB
Re3Lpk8mwEo|1|2|0xB
ltRLAWAeSaM|1|1|0x10
7TW4UgJjwJ8|1|1|0x10
SK0Syya+scs|1|1|0x10
rkWOabkkpVo|1|1|0x10
h1Eewgzowes|1|1|0x18
eD+mC6biMFI|1|1|0x18
EeOtHxoUkvM|1|1|0x18
dSBshTZ8JcA|1|1|0x18
YglrcQaNfds|1|1|0x18
DZhZwYkJDCE|1|1|0x18
N2VV+vnEYlw|1|1|0x18
gjLRFhKCMNE|1|1|0x18
dHw0YAjyIV4|1|1|0x18
7tTpzMt-PzY|1|1|0x18
7OO0uCJWILQ|1|1|0x20
DOBCPW6DL3w|1|1|0x20
QvWOlLyuQ2o|1|1|0x20
OkYxbdkrv64|1|1|0x20
NVCBWomXpcw|1|1|0x20
50aDlGVFt5I|1|1|0x20
liR+QkhejDk|1|1|0x20
kzfj-YSkW7w|1|1|0x20
Ml1z3dYEVPM|1|1|0x20
WV94zKqwgxY|1|1|0x20
I4y33AOamns|1|1|0x20
0G36SAiYUhQ|1|1|0x20
7uX6IsXWwak|1|1|0x20
2PXZUKjolAA|1|1|0x20
RKvygdQzGaY|1|1|0x20
sVUkO0TTpM8|1|1|0x20
4zhc1xNSIno|1|1|0x20
Gr+ih5ipgNk|1|1|0x20
0cLFYdr1AGc|1|1|0x20
0Xxtiar8Ceg|1|1|0x20
hsttk-IbL1o|1|1|0x20
zqOGToT2dH8|1|1|0x20
WY7615THqKM|1|1|0x20
0g+zCGZ7dgQ|1|1|0x20
jfqTdKTGbBI|1|1|0x20
sOz2j1Lxl48|1|1|0x20
qTgw+f54K34|1|1|0x20
Jk+LgZzCsi8|1|1|0x20
+qso2nVwQzg|1|1|0x20
M1jmeNsWVK8|1|1|0x20
3o0PDVnn1qA|1|1|0x20
96xdSFbiR7Q|1|1|0x20
01FSgNK1wwA|1|1|0x20
ota-3+co4Jk|1|1|0x20
YstfcFbhwvQ|1|1|0x20
DQ9mChn0nnE|1|1|0x20
1+5ojo5J2xU|1|1|0x20
SPiW3NTO8I0|1|1|0x20
zUwmtNuJABI|1|1|0x20
A9PfIjQCOUw|1|1|0x20
nqpARwWZmjI|1|1|0x20
KUW22XiVxvQ|1|1|0x20
OJPn-YR1bow|1|1|0x20
7gj0BXUP3dc|1|1|0x20
9opd1ucwDqI|1|1|0x20
a9KMkfXXUsE|1|1|0x20
XO9ihAZCBcY|1|1|0x10
nEuTkSQAQFw|1|1|0x10
smeljzleGRQ|1|1|0x10
iZrCfFRsE3Y|1|1|0x10
NlgA2fMtxl4|1|1|0x10
c5-Jw-LTekM|1|1|0x10
g-fUPD4HznU|1|1|0x10
St4apgcBNfo|1|1|0x10
MpiTv3MErEQ|1|1|0x10
b5JSEuAHuDo|1|1|0x10
DoGS21ugIfI|1|1|0x10
2EEDQ6uHY2c|1|1|0x10
Sn3TCBWJ5wo|1|1|0x10
j97CjKJNtQI|1|1|0x10
Qd6zUdRhrhs|1|1|0x10
JrUnjJ-PCTg|1|1|0x10
qUxH+Damft4|1|1|0x10
8Ijx3Srynh0|1|1|0x10
KBBVmt8Td7c|1|1|0x10
DghzFjzLqaE|1|1|0x3
FUvnVyCDhjg|1|1|0x3
Z7+siBC690w|1|1|0x3
au+YxKwehQM|1|1|0x21
6BYT26CFh58|1|1|0x22
8Vs1AjNm2mE|1|1|0x22
bPUMNZBqRqQ|1|1|0x22
UVft3+rc06o|1|1|0x24
4ZXlZy7iRWI|1|1|0x25
AQlqO860Ztc|1|1|0x25
I1Ru2fZJDoE|1|1|0x26
6WYrZgAyjuE|1|1|0x28
K+w0ofCSsAY|1|1|0x2E
TSMc8vgtvHI|1|1|0x4
cj+ge8YLU7s|1|1|0x4
mQCm5NmJORg|1|1|0x4
lFKA8eMU5PA|1|1|0x5
2veyNsXFZuw|1|1|0x5
qQ4c52GZlYw|1|1|0x5
dSifrMdPVQ4|1|1|0x4
qSiIrmgy1D8|1|1|0x4
wm9QKozFM+s|1|1|0x4
-7c7thUsi1c|1|1|0x4
8Ce6O0B-KpA|1|1|0x4
emnRy3TNxFk|1|1|0x4
thDTXTikSmc|1|1|0x4
3Fd+8Pk6fgE|1|1|0x4
6azovDgjxt0|1|1|0x4
QdPk9cbJrOY|1|1|0x4
ER8-AFoFDfM|1|1|0x4
5rD2lCo4688|1|1|0x4
iWMhoHS8gqk|1|1|0x4
3op2--wf660|1|1|0x4
h64u7Gu3-TM|1|1|0x4
3THnS7v0D+M|1|1|0x4
h+xQETZ+6Yo|1|1|0x4
p07Yvdjjoo4|1|1|0x3
ickyvjtMLm0|1|1|0x3
jJtoPFrxG-I|1|1|0x3
dIxG0L1esAI|1|1|0x3
N84qS6rJuGI|1|1|0x3
DN0xDLRXD2Y|1|1|0x3
HHVZLHmCfI4|1|1|0x3
g8phA3duRm8|1|1|0x3
bEbjy6yceWo|1|1|0x3
6cfcRTPD2zU|1|1|0x3
OXkzGA9WqVw|1|1|0x3
6XcQYYO2YMY|1|1|0x3
8OSy0MMQ7eI|1|1|0x3
s1b2SRBzSAY|1|1|0x3
4r--aFJyPpI|1|1|0x3
pc4-Lqosxgk|1|1|0x3
VJL9W+nOv1U|1|1|0x3
iOLTktXe6a0|1|1|0x2
M86y4bmx+WA|1|1|0x2
zGpCWBtVC0A|1|1|0x2
pMQUQSfX6ZE|1|1|0x2
KNgcEteI72I|1|1|0x2
aFMVMBzO5jk|1|1|0x2
BNC7IeJelZ0|1|1|0x2
papHVcWkO5A|1|1|0x2
1nylaCTiH08|1|1|0x2
k9kErpz2Sv8|1|1|0x2
OzMC6yz6Row|1|1|0x2
VenLJSDuDXY|1|1|0x2
f5zmgYKSpIY|1|1|0x2
mI0SR5s7kxE|1|1|0x2
UXS8VgAnIP4|1|1|0x2
N8KLCZc3Y1w|1|1|0x2
kfuINXyHayQ|1|1|0x2
fjni7nkqJ4M|1|1|0x38
aMQhMoYipk4|1|1|0x38
7EirbE7st4E|1|1|0x38
aeHxLWwq0gQ|1|1|0x38
CSEjkTYt5dw|1|1|0x38
9ByRMdo7ywg|1|1|0x50
G4XM-SS1wxE|1|1|0x38
2H51caHZU0Y|1|1|0x38
hMAe+TWS9mQ|1|2|0x11A
NG1phipELJE|1|2|0x32
Eva2i4D5J6I|1|2|0x32
lKfKm6INOpQ|1|2|0x33
RqeErO3cFHU|1|2|0xB
+Pxwa79wvyA|1|2|0x165
BKSCW2bCACA|1|2|0x21A
xUsJSLsdv9I|1|2|0x60
sMko2YZqDNQ|1|2|0x173
MTnuKt7HiN0|1|2|0x252
2vDqwBlpF-o|1|2|0x1A77
xENtRue8dpI|1|2|0xDD
7-a7sBHeUQ8|1|2|0x1A43
7SXNu+0KBYQ|1|2|0xDD
bzQExy189ZI|1|2|0x1
q1OvUam0BJU|1|1|0x4
XGNIEdRyYPo|1|1|0x8
uMei1W9uyNo|1|2|0xB5
wZi5ly2guNw|1|2|0x88
+F+9hhi6k9Q|2|2|0x4F
sjpkrhugvVI|1|2|0x31
